track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cluster,pca1,pca2
Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",2,2023,7,14,553,147,141381703,43,263,45,10,826,125,11.0,1,80,89,83,31,0,8,4,1,-1.4103389099596988,0.23857061852419645
LALA,Myke Towers,1,2023,3,23,1474,48,133716286,48,126,58,14,382,92,1.0,1,71,61,74,7,0,10,4,1,-0.753403885270241,-0.6494628245120667
vampire,Olivia Rodrigo,1,2023,6,30,1397,113,140003974,94,207,91,14,949,138,5.0,1,51,32,53,17,0,31,6,3,1.2653445612246756,-1.3262237515179716
Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817,116,207,125,12,548,170,9.0,1,55,58,72,11,0,11,15,1,-0.120984204044413,-0.6504309482563271
WHERE SHE GOES,Bad Bunny,1,2023,5,18,3133,50,303236322,84,133,87,15,425,144,9.0,0,65,23,80,14,63,11,6,4,1.0312317680226075,-1.7490804261601218
Sprinter,"Dave, Central Cee",2,2023,6,1,2186,91,183706234,67,213,88,17,946,141,1.0,1,92,66,58,19,0,8,24,0,-0.95137504040906,1.1920680725652555
Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112,34,222,43,13,418,148,5.0,0,67,83,76,48,0,8,3,2,-0.6447312650276451,0.32218266502113735
Columbia,Quevedo,1,2023,7,7,714,43,58149378,25,89,30,13,194,100,5.0,1,67,26,71,37,0,11,4,1,0.6819110381005083,-0.38139084037884596
fukumean,Gunna,1,2023,5,15,1096,83,95217315,60,210,48,11,953,130,1.0,0,85,22,62,12,0,28,9,2,-0.3953301800614105,-0.1831192864582236
La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,553634067,49,110,66,13,339,170,2.0,0,81,56,48,21,0,8,33,0,-0.5053516319458685,1.876618138110324
un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438,41,205,54,12,251,83,6.0,0,57,56,72,23,0,27,5,2,-0.3289992341681466,-0.4348632994909642
Super Shy,NewJeans,1,2023,7,7,422,55,58255150,37,202,21,5,168,150,5.0,0,78,52,82,18,0,15,7,2,-1.215539079764774,-0.23780979005245556
Daylight,David Kushner,1,2023,4,14,3528,98,387570742,80,156,182,24,"1,281",130,2.0,0,51,32,43,83,0,9,3,3,2.535339955386037,0.8300899561803456
Kill Bill,SZA,1,2022,12,8,8109,77,1163093654,183,162,161,12,187,89,8.0,1,64,43,73,5,17,16,4,1,0.1034068631347675,-1.141152891552632
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686,91,212,78,6,0,120,11.0,0,78,76,59,43,0,34,3,2,-0.5341239682956493,0.6331236447593002
Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234,43,100,54,14,187,100,11.0,1,86,67,66,14,0,12,16,1,-1.146090225142636,0.991244025922289
Like Crazy,Jimin,1,2023,3,24,596,68,363369738,8,104,23,2,29,120,7.0,1,63,36,73,0,0,36,4,1,-0.17706669322626017,-1.7675077080232948
LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,332,26,86444842,11,163,10,4,0,140,5.0,0,65,87,74,22,0,42,4,2,-1.1919598526020458,-0.921474226139957
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,1,2023,7,7,516,38,52135248,73,119,42,1,150,123,6.0,1,69,82,76,6,0,6,3,1,-1.1248095780326715,-0.508204264928541
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,200647221,17,152,32,11,139,133,5.0,0,85,81,67,26,0,12,5,2,-1.3421803274909638,0.7681461625938193
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,87,115364561,74,182,87,14,"1,093",99,1.0,1,85,83,68,7,0,36,20,1,-1.6933666123206141,-0.03748260014153504
SABOR FRESA,Fuerza Regida,1,2023,6,22,250,26,78300654,16,149,10,5,168,130,7.0,0,79,96,86,9,0,9,9,2,-2.4327835914820697,0.34045811339302334
Calm Down (with Selena Gomez),"Rï¿½ï¿½ma, Selena G",2,2022,3,25,7112,77,899183384,202,119,318,38,96,107,11.0,1,80,82,80,43,0,14,4,1,-1.0025599718636218,0.3809525293172155
MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,61245289,35,109,41,14,211,122,6.0,0,81,74,71,14,0,56,4,2,-1.5655937932546748,-0.8655144899387608
Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812,52,107,15,1,325,204,6.0,1,52,52,68,46,0,15,4,3,1.063772538825984,-1.090211732155839
Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,2988,101,127408954,0,0,143,38,0,110,11.0,0,67,78,85,2,0,33,5,2,-1.8705389346664474,-0.7567737147331474
Rush,Troye Sivan,1,2023,7,13,864,78,22581161,71,135,50,1,294,126,5.0,0,74,35,84,0,0,11,6,2,-1.1740813108694066,-0.5741891499098083
TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,52294266,20,185,13,8,197,168,6.0,1,56,63,87,39,0,11,5,1,-0.07912253840469868,-1.1186510031947827
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510,113,149,245,23,27,98,1.0,0,71,17,61,36,0,8,5,2,0.6734103074397234,0.37075590650949425
Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277,242,142,165,9,310,97,4.0,1,64,51,63,12,0,19,5,1,0.06448551465279921,-0.6633918773890782
TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393,115,123,184,18,354,180,4.0,0,72,61,63,67,0,9,28,0,0.10758384902775121,1.7487875842521448
Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,672,34,188933502,19,108,24,9,212,150,6.0,1,61,39,73,37,0,11,3,1,0.6424759069906155,-0.8035657245668217
Blank Space,Taylor Swift,1,2014,1,1,11434,53,1355959075,154,123,410,2,81,96,5.0,1,75,57,68,9,0,13,6,1,-0.616041651831875,-0.22474999846685664
Style,Taylor Swift,1,2014,1,1,7830,42,786181836,94,111,151,4,82,95,2.0,1,60,48,79,0,0,12,4,1,-0.4577926614909255,-1.3072014591183994
TQM,Fuerza Regida,1,2023,5,19,584,28,176553476,16,159,15,6,100,125,5.0,0,79,96,85,27,0,11,6,2,-2.0335144020682376,0.38467328898426906
El Azul,"Junior H, Peso Pluma",2,2023,2,10,692,25,354495408,10,107,6,3,62,144,9.0,0,56,84,65,23,0,10,6,2,-0.4883815900862976,0.2185382418929003
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550,372,117,843,4,69,90,2.0,1,76,91,50,54,0,7,5,1,0.1530592228707854,1.2084363187182583
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169,291,184,537,45,727,128,7.0,0,56,38,97,4,0,35,4,2,-1.0645190350485698,-2.0164627878104073
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291,77,58,247,1,311,79,6.0,1,56,58,56,37,0,11,10,1,0.7887839857347373,0.3685313051208532
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054,65,48,138,1,102,122,5.0,1,67,49,64,10,0,10,3,1,0.025415613057823853,-0.5864254070477822
Die For You,The Weeknd,1,2016,11,24,2483,59,1647990401,68,21,24,0,259,134,1.0,0,59,51,52,9,0,15,7,2,0.20726962026903553,-0.21436147321524524
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693,281,137,"2,445",1,140,186,7.0,1,68,49,59,16,0,13,28,0,0.013192958242830715,0.3757393897332657
Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108,87,86,74,1,16,67,1.0,0,53,50,53,23,0,44,7,2,0.45468967538334054,-0.6293448943365912
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,1298,38,107753850,44,64,57,10,110,106,10.0,0,72,17,64,7,0,10,5,2,-0.021485664960253028,0.19279289954557563
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666,145,111,213,11,810,128,7.0,1,60,23,91,0,0,12,3,1,-0.3302305812524606,-1.810873414425931
AMARGURA,Karol G,1,2023,2,24,1133,39,153372011,14,71,23,10,176,107,6.0,0,92,55,70,18,0,15,7,2,-1.3899706861175478,0.7806975043911741
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440,0,0,109,17,0,130,7.0,0,67,96,88,12,19,8,4,2,-1.6060744493731807,-0.5560012585450123
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385,67,79,57,1,615,137,7.0,0,64,88,72,51,0,17,5,2,-0.5379799695095313,0.4109433572609158
La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358,139,111,161,15,210,125,7.0,0,84,85,68,58,0,22,4,2,-0.867300772545056,1.0299350502534412
Tï¿½ï¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664,27,17,73,4,167,130,11.0,1,86,59,96,50,1,9,5,1,-1.0893433165863262,0.10189226706268156
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624,154,84,102,14,37,133,5.0,1,70,86,81,25,0,25,5,1,-1.1071326692950727,-0.859303590347479
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,38,0,4,0,0,101,2.0,1,88,72,59,62,0,9,3,1,0.030692926606524732,1.0771183396067554
BESO,"Rauw Alejandro, ROSALï¿½",2,2023,3,24,4053,50,357925728,82,121,182,12,171,95,5.0,0,77,53,64,74,0,17,14,2,0.2301188891438816,1.6212460971368163
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710,63,79,89,11,16,98,1.0,0,90,40,59,0,0,10,29,0,-1.2859366480016126,1.568060095011876
Yellow,Chris Molitor,1,1999,1,1,31358,43,1755214421,196,2,"4,053",5,0,173,11.0,1,43,28,66,0,0,23,3,1,0.9455904795333344,-2.002465175676977
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,8.0,1,64,10,62,7,0,48,7,1,0.6518147351083678,-1.5255855338392332
People,Libianca,1,2022,12,2,3506,56,373199958,105,64,169,8,529,198,10.0,0,59,71,42,55,0,10,7,3,1.0712327992353465,1.039281743099064
Overdrive,Post Malone,1,2023,7,14,410,36,14780425,36,32,31,1,26,140,1.0,1,56,48,73,0,0,35,4,1,-0.12706321435437473,-2.238031494872988
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,148,24,39578178,32,93,8,2,5,82,8.0,1,51,22,53,1,0,15,3,3,1.1480855210406244,-0.8360926797611141
BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102,42,80,58,3,169,130,1.0,0,77,84,89,17,0,43,5,2,-2.107393140536313,-1.1807735756530042
golden hour,JVKE,1,2022,7,15,4511,36,751134527,70,58,109,18,230,94,1.0,0,51,14,59,65,18,25,3,3,2.2993818625513227,-0.6161902034937239
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093,94,65,164,14,176,128,2.0,1,62,55,78,1,3,23,4,1,-0.5213978977503217,-1.7337847356227831
Viva La Vida,Coldplay,1,2008,1,1,33898,62,1592909789,233,0,"4,095",9,0,138,5.0,0,49,42,62,9,0,11,3,2,0.4194385607556006,-0.7133673277658094
Here With Me,d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,84,132,4.0,1,58,27,48,50,0,12,3,3,2.0000723339631237,-0.14685048630263645
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,8576,42,1230675890,216,108,331,26,154,131,2.0,1,71,24,47,1,0,27,9,1,0.6663099274657094,-0.7680854103628789
Yandel 150,"Yandel, Feid",2,2022,12,20,3618,38,585695368,47,74,80,14,194,168,6.0,0,78,58,73,5,0,10,7,2,-1.2374592965932938,-0.07697536985979087
CORAZï¿½ï¿½N VA,Maria Becerra,1,2023,6,22,370,20,43857627,12,16,18,4,93,98,1.0,1,68,40,79,33,0,30,6,1,-0.01761856995168246,-1.1447266857966514
Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673,300,65,"1,003",1,0,102,1.0,1,48,50,73,43,0,15,4,1,0.8734628430857703,-0.9999897774240737
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848,60,96,71,0,115,101,10.0,1,34,32,57,78,0,20,3,3,2.7812003958422244,-0.35155736801425125
Novidade na ï¿½ï¿,"Mc Livinho, DJ Matt D",2,2023,6,23,267,9,39709092,9,6,25,2,72,130,5.0,1,63,36,34,76,0,35,9,3,2.4545346655448386,0.4648448193731871
Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,139,17,39228929,16,72,5,0,8,142,2.0,1,50,20,64,1,0,12,3,1,0.9848923288064771,-1.7095930547638711
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922,492,99,798,31,0,170,1.0,1,59,48,76,4,0,10,5,1,-0.142864123371747,-1.5944403557496962
El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,2114,44,223633238,80,75,110,11,323,124,8.0,0,78,70,68,3,1,11,4,2,-1.358244398321165,0.2845976131193361
Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,49,92,1.0,0,91,43,71,9,0,9,8,2,-1.3255924097516474,0.5856442385876668
Makeba,Jain,1,2015,6,22,6060,53,165484133,150,148,"2,703",22,"1,451",116,2.0,1,82,40,66,39,51,25,7,4,1.1515290620634955,-1.2066353360355466
MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,641,50,58054811,1,52,8,0,"1,170",129,9.0,1,63,84,82,70,8,9,7,1,0.10387411195594708,0.17597807376293045
Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870,57,97,35,0,429,98,8.0,1,71,67,60,19,0,12,3,1,-0.20308283817928435,0.11370916179595508
What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998,29,76,24,0,162,172,1.0,0,74,76,76,6,0,10,9,2,-1.5344302900580271,-0.28314492814782916
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,28,89,29,5,82,150,2.0,1,68,14,76,4,0,10,4,1,0.2024903256334472,-1.4702501667538694
Donï¿½ï¿½ï¿½t Bl,Taylor Swift,1,2017,11,8,4875,23,685032533,19,45,0,0,10,136,9.0,0,62,19,53,11,0,6,4,2,0.7621374225728292,0.11972707516332405
Still With You,Jung Kook,1,2020,6,5,31,39,38411956,2,107,8,0,0,88,1.0,0,53,34,47,9,0,83,4,2,0.6623864199351843,-2.1740347317968496
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150,69,145,69,2,478,143,3.0,1,83,69,44,15,0,10,33,0,-0.47455500840233317,1.684042149168193
Say Yes To Heaven,Lana Del Rey,1,2023,3,17,2000,46,127567540,49,105,63,1,0,100,6.0,0,49,17,35,71,9,11,3,3,3.041311998111456,0.8244566666608327
Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,42,1,236,143,5.0,1,56,39,55,14,0,11,13,1,0.8240588034707921,-0.3851127195067974
Summertime Sadness,Lana Del Rey,1,2011,1,1,20333,52,983637508,89,143,"1,632",3,200,112,1.0,0,56,24,66,7,0,12,3,2,0.35072061524245446,-0.8375962648622213
Take Two,BTS,1,2023,6,9,674,47,118482347,20,106,25,4,78,93,7.0,1,62,57,59,3,0,38,3,1,-0.06760295262849572,-1.1775824460732858
Lover,Taylor Swift,1,2012,1,1,8448,23,882831184,160,110,163,0,5,206,7.0,1,43,50,55,50,0,15,10,3,1.800697711420176,-0.660603144204507
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165,17,119,19,2,266,88,7.0,0,68,17,71,15,0,11,5,2,0.004651644232572569,-0.034116071437313926
Chemical,Post Malone,1,2023,4,14,2528,39,172825906,56,91,59,3,486,170,2.0,1,50,37,90,0,0,12,5,1,-0.19183836618495373,-2.351490692517623
Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043,49,98,"2,394",5,204,84,4.0,0,62,24,67,21,0,13,28,0,-0.007738287142038745,0.8841730950693435
New Jeans,NewJeans,1,2023,7,7,77,35,29562220,8,166,4,4,34,134,4.0,0,81,53,72,51,0,12,5,2,-0.3801919158694744,0.64969826459975
Primera Cita,Carin Leon,1,2022,4,20,266,27,77309611,6,40,6,6,202,158,10.0,1,54,50,40,61,0,10,6,3,2.129244361939885,0.583938987087002
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506,384,135,"1,034",37,312,116,1.0,1,80,92,80,4,0,10,3,1,-1.828365786507244,-0.5672990449295429
Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633,41,100,59,1,32,117,1.0,1,61,45,69,2,0,9,3,1,-0.008116549796075727,-1.1507009948934575
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,98,108,327,17,153,114,5.0,0,77,65,72,2,0,7,5,2,-1.4057199419982134,0.2051621631169068
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694,88,112,"2,163",5,519,108,2.0,0,61,47,68,0,0,13,3,2,-0.45255001759782143,-0.6498293261695816
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,695,0,458,144,4.0,0,74,37,53,7,0,21,10,2,-0.11989764452068472,0.07660319248390997
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294,7,6,0,0,48,130,5.0,1,51,18,44,76,0,11,3,3,2.995410797777589,0.17319933988267017
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,39058561,2,106,4,2,184,116,11.0,1,77,79,62,33,1,15,3,1,-0.40153252658287947,0.44444032422794927
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123,21,52,6,1,0,121,7.0,1,65,49,78,0,0,17,4,1,-0.5966669072885321,-1.2096555349225135
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,666,112,7.0,1,64,54,81,36,0,11,6,1,-0.12107520178580508,-0.42758942998305083
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,476,0,14,100,10.0,0,70,47,52,30,0,6,33,0,-0.0909529892492757,2.3852110154911967
Tattoo,Loreen,1,2023,2,25,2988,59,201660859,74,102,145,18,925,150,3.0,0,55,30,78,24,0,12,8,2,0.1702839850154639,-0.795409085938263
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961,19,23,24,3,88,120,5.0,0,84,96,71,18,0,34,17,2,-2.118018210826871,0.6018785699737953
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753,40,58,47,8,203,127,11.0,0,82,89,85,4,0,23,6,2,-2.4733036154749586,-0.008979962118222076
august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,61,1,44,90,5.0,1,51,42,61,53,0,9,3,3,1.5026574428362807,-0.13550203042434977
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345,19,117,8,1,74,128,9.0,0,75,79,63,33,0,15,4,2,-0.7511209989039083,0.7692683967689896
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,638,143,9.0,1,64,31,87,4,4,8,4,1,-0.3096675328103528,-1.4001174710886881
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,38,8,64,139,8.0,1,74,68,68,3,0,26,4,1,-0.8613989603339572,-0.8452420617767232
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762,21,110,21,9,71,162,10.0,1,49,78,64,19,0,11,4,1,0.22500488936863697,-0.7352233936469511
Feliz Cumpleaï¿½ï¿½os Fe,Feid,1,2022,8,19,3430,38,601863821,45,69,52,4,3,95,5.0,1,87,57,55,10,0,29,7,1,-0.6086826364604683,0.04496945528649449
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,201,44,"6,551",2,0,146,2.0,1,63,88,93,3,0,10,8,1,-1.6877850360017956,-1.3269053475029633
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,221,96,"1,078",2,136,115,4.0,0,35,12,30,93,0,10,3,3,3.99301899040233,0.8837508602504541
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503,25,59,32,5,88,128,11.0,1,78,59,65,10,0,26,5,1,-0.6316328728668301,-0.37214197726896164
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,10,126,7,0,148,130,4.0,0,82,69,83,3,0,27,5,2,-2.0071273710053106,-0.6115169549104963
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,9.0,0,80,74,77,36,0,11,4,2,-1.2052657566475924,0.6757581657600631
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,24,122,282,3,368,150,2.0,1,42,20,86,21,0,9,9,1,0.824170087079687,-1.8950570510677005
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,254,29,22,122,2.0,0,78,50,63,27,0,9,5,2,-0.37715350078884646,0.4866419089056749
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,1.0,0,75,48,53,18,0,18,34,0,-0.4987347893955091,1.5009458247141978
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632,3,88,1,0,52,110,7.0,0,76,96,72,32,0,9,4,2,-1.4218766388377084,0.8620812148692877
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,0,95,8.0,1,60,17,45,16,0,11,2,3,1.5433200229004538,-0.20391331696730344
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,9,132,6.0,1,56,20,55,45,1,32,3,3,1.831512688644145,-1.0076282403707326
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,"2,969",10,31,125,10.0,0,77,74,78,4,0,23,11,2,-1.867244751383081,0.11203648808375885
Novo Balanï¿½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253,6,9,26,1,66,124,3.0,0,84,65,50,67,0,13,6,2,0.2826438490978596,1.6523477444531462
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641,5,2,30,2,66,133,11.0,0,93,68,65,42,0,12,25,0,-1.28020456466271,2.334926749702171
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,0,112,7.0,1,92,67,66,0,0,36,9,1,-1.5288081295294562,-0.30198264478188835
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90,5.0,0,59,52,48,38,5,10,11,2,0.8299216807398581,0.9967771249919768
Ojitos Lindos,"Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788,71,113,99,13,28,80,3.0,0,65,27,69,8,0,53,4,2,-0.2546922958280451,-1.477653955373068
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,558,172,9.0,1,45,33,59,6,0,8,3,3,1.1757347143818713,-1.2977840994454843
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,44,1,195,120,4.0,1,60,24,35,73,0,31,3,3,2.7706904391700777,0.09174655015081516
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395,7,71,4,2,13,140,7.0,0,74,96,80,18,0,5,5,2,-1.8340871926384625,0.3704566121567167
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544,7,76,3,1,93,128,9.0,0,81,90,77,1,0,9,5,2,-2.1917525082326335,0.3916252384281251
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,14,88,66,3,72,160,9.0,1,69,61,71,33,0,31,20,1,-0.3187349999121658,-0.18431864784605434
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,356,0,0,144,5.0,1,73,87,70,6,0,28,5,1,-1.201379357997133,-0.9226519944789635
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275,4,14,12,5,56,192,11.0,1,50,85,52,11,0,28,6,1,0.27256571952100667,-1.0026230869590562
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,153,122,1.0,0,66,48,71,6,0,12,4,2,-0.6009170792613822,-0.5506542530352784
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,10,6,15,138,7.0,0,78,89,83,10,0,12,5,2,-2.0936422173080147,0.0449480652566168
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,"3,631",0,26,104,1.0,1,77,36,63,1,0,36,5,1,-0.28265022938576856,-1.244575471412022
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,40,164,8.0,1,45,24,62,8,0,16,3,3,1.255884642068928,-1.636184275888285
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,285,81,11.0,0,68,51,60,3,0,19,10,2,-0.6233118435274367,0.5290859767839505
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737,211,74,929,0,129,117,1.0,1,82,73,45,54,0,7,3,1,0.5449139474757271,1.075734973627123
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,70,82,939,1,162,174,2.0,1,45,10,37,97,25,64,4,3,4.3840722105044385,-1.9181985257759855
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,321,91,"4,607",1,58,128,1.0,1,73,60,77,3,0,11,4,1,-0.9159831863404381,-0.9843021646998348
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,0,0,885,0,0,150,1.0,0,65,51,55,73,0,14,3,3,1.1786825079276857,0.5836863027742241
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466,17,60,28,1,44,90,9.0,0,60,13,53,4,0,21,4,2,0.6978816435126476,-0.2347562609849082
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,133,92,"2,733",1,26,85,5.0,1,55,42,53,17,0,22,3,1,0.9329505882648811,-0.6990641970428468
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,"3,425",4,13,180,3.0,1,33,38,71,20,0,28,5,3,1.2769793905176543,-2.4965678372238784
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775,35,102,8,1,117,166,1.0,1,57,84,94,11,0,37,9,1,-1.3629121031092606,-2.321869546873627
